現在時刻,予測時刻,オーダー,予測値,MACD_judge,現在価格,tp,sl
2021/03/28/ 12:28:54,2021-03-25 09:20,買い注文(極少),108.55,0,108.824,108.841,108.81099999999999
2021/03/28/ 12:28:54,2021-03-25 09:25,注文無し,108.543,0,108.85400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:54,2021-03-25 09:30,注文無し,108.535,0,108.857,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 09:35,買い注文(極少),108.544,0,108.85799999999999,108.87499999999999,108.84499999999998
2021/03/28/ 12:28:55,2021-03-25 09:40,注文無し,108.544,0,108.845,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 09:45,注文無し,108.545,1,108.849,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 09:50,注文無し,108.538,0,108.833,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 09:55,売り注文(極少),108.532,1,108.849,motikosi,108.86200000000001
2021/03/28/ 12:28:55,2021-03-25 10:00,買い注文(少),108.579,0,108.84,108.857,108.827
2021/03/28/ 12:28:55,2021-03-25 10:05,注文無し,108.554,0,108.867,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 10:10,注文無し,108.535,0,108.877,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:55,2021-03-25 10:15,買い注文(極少),108.551,0,108.88600000000001,108.903,108.873
2021/03/28/ 12:28:56,2021-03-25 10:20,買い注文(少),108.577,0,108.932,108.949,108.919
2021/03/28/ 12:28:56,2021-03-25 10:25,注文無し,108.554,0,108.941,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:56,2021-03-25 10:30,注文無し,108.539,0,108.925,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:56,2021-03-25 10:35,売り注文(極少),108.533,1,108.93499999999999,motikosi,108.948
2021/03/28/ 12:28:56,2021-03-25 10:40,買い注文(少),108.588,0,108.93,108.947,108.917
2021/03/28/ 12:28:56,2021-03-25 10:45,注文無し,108.579,0,108.947,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:56,2021-03-25 10:50,売り注文(極少),108.564,1,108.953,motikosi,108.96600000000001
2021/03/28/ 12:28:56,2021-03-25 10:55,売り注文(少),108.541,1,108.94900000000001,108.93200000000002,108.96200000000002
2021/03/28/ 12:28:57,2021-03-25 11:00,注文無し,108.544,1,108.93499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:57,2021-03-25 11:05,売り注文(極少),108.542,1,108.932,motikosi,108.94500000000001
2021/03/28/ 12:28:57,2021-03-25 11:10,買い注文(極少),108.553,0,108.92200000000001,108.93900000000001,108.909
2021/03/28/ 12:28:57,2021-03-25 11:15,注文無し,108.603,1,108.977,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:57,2021-03-25 11:20,売り注文(少),108.561,1,108.943,108.926,108.956
2021/03/28/ 12:28:57,2021-03-25 11:25,売り注文(少),108.537,1,108.959,motikosi,108.97200000000001
2021/03/28/ 12:28:57,2021-03-25 11:30,注文無し,108.547,1,108.944,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:57,2021-03-25 11:35,注文無し,108.583,1,108.93900000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:57,2021-03-25 11:40,売り注文(少),108.537,1,108.937,108.92,108.95
2021/03/28/ 12:28:58,2021-03-25 11:45,売り注文(極少),108.526,1,108.933,108.91600000000001,108.94600000000001
2021/03/28/ 12:28:58,2021-03-25 11:50,注文無し,108.532,1,108.945,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:58,2021-03-25 11:55,注文無し,108.534,1,108.94900000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:58,2021-03-25 12:00,売り注文(極少),108.533,1,108.941,motikosi,108.95400000000001
2021/03/28/ 12:28:58,2021-03-25 12:05,注文無し,108.533,1,108.933,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:58,2021-03-25 12:10,注文無し,108.536,1,108.909,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:58,2021-03-25 12:15,売り注文(極少),108.518,1,108.895,motikosi,108.908
2021/03/28/ 12:28:58,2021-03-25 12:20,売り注文(極少),108.514,1,108.884,motikosi,108.897
2021/03/28/ 12:28:59,2021-03-25 12:25,注文無し,108.519,1,108.87499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:59,2021-03-25 12:30,売り注文(極少),108.515,1,108.877,108.86,108.89
2021/03/28/ 12:28:59,2021-03-25 12:35,注文無し,108.531,1,108.901,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:59,2021-03-25 12:40,売り注文(極少),108.518,1,108.899,motikosi,108.912
2021/03/28/ 12:28:59,2021-03-25 12:45,注文無し,108.52,1,108.88499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:28:59,2021-03-25 12:50,買い注文(極少),108.523,0,108.9,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:28:59,2021-03-25 12:55,買い注文(極少),108.526,0,108.90799999999999,108.92499999999998,108.89499999999998
2021/03/28/ 12:28:59,2021-03-25 13:00,買い注文(極少),108.53,0,108.904,108.92099999999999,108.89099999999999
2021/03/28/ 12:29:00,2021-03-25 13:05,注文無し,108.533,1,108.92099999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:00,2021-03-25 13:10,注文無し,108.519,0,108.897,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:00,2021-03-25 13:15,買い注文(極少),108.521,0,108.925,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:00,2021-03-25 13:20,買い注文(極少),108.53,0,108.935,108.952,108.922
2021/03/28/ 12:29:00,2021-03-25 13:25,買い注文(極少),108.534,0,108.964,108.981,108.951
2021/03/28/ 12:29:00,2021-03-25 13:30,買い注文(極少),108.538,0,108.977,108.994,108.964
2021/03/28/ 12:29:00,2021-03-25 13:35,買い注文(極少),108.539,0,108.95299999999999,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:00,2021-03-25 13:40,売り注文(極少),108.536,1,108.952,motikosi,108.965
2021/03/28/ 12:29:01,2021-03-25 13:45,売り注文(極少),108.526,1,108.93900000000001,motikosi,108.95200000000001
2021/03/28/ 12:29:01,2021-03-25 13:50,注文無し,108.529,1,108.929,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:01,2021-03-25 13:55,売り注文(極少),108.528,1,108.931,motikosi,108.944
2021/03/28/ 12:29:01,2021-03-25 14:00,注文無し,108.529,1,108.94,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:01,2021-03-25 14:05,注文無し,108.532,1,108.924,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:01,2021-03-25 14:10,注文無し,108.517,0,108.918,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:01,2021-03-25 14:15,買い注文(極少),108.52,0,108.941,108.958,108.928
2021/03/28/ 12:29:01,2021-03-25 14:20,売り注文(極少),108.519,1,108.956,108.93900000000001,108.96900000000001
2021/03/28/ 12:29:02,2021-03-25 14:25,注文無し,108.52,1,108.937,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:02,2021-03-25 14:30,注文無し,108.52,1,108.933,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:02,2021-03-25 14:35,注文無し,108.521,1,108.94,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:02,2021-03-25 14:40,注文無し,108.523,1,108.938,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:02,2021-03-25 14:45,買い注文(極少),108.525,0,108.936,108.953,108.923
2021/03/28/ 12:29:02,2021-03-25 14:50,買い注文(極少),108.526,0,108.95299999999999,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:02,2021-03-25 14:55,注文無し,108.531,1,108.947,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:02,2021-03-25 15:00,売り注文(極少),108.529,1,108.931,108.914,108.944
2021/03/28/ 12:29:02,2021-03-25 15:05,注文無し,108.535,1,108.929,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:03,2021-03-25 15:10,買い注文(極少),108.547,0,108.93499999999999,108.91799999999999,108.948
2021/03/28/ 12:29:03,2021-03-25 15:15,注文無し,108.525,0,108.96900000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:03,2021-03-25 15:20,注文無し,108.524,0,108.977,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:03,2021-03-25 15:25,注文無し,108.523,0,108.957,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:03,2021-03-25 15:30,買い注文(極少),108.524,0,108.965,108.982,108.952
2021/03/28/ 12:29:03,2021-03-25 15:35,注文無し,108.525,1,108.967,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:03,2021-03-25 15:40,買い注文(極少),108.527,0,108.96,108.97699999999999,108.94699999999999
2021/03/28/ 12:29:03,2021-03-25 15:45,売り注文(極少),108.526,1,108.975,motikosi,108.988
2021/03/28/ 12:29:04,2021-03-25 15:50,注文無し,108.527,1,108.959,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:04,2021-03-25 15:55,注文無し,108.53,1,108.96499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:04,2021-03-25 16:00,注文無し,108.532,1,108.96499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:04,2021-03-25 16:05,注文無し,108.533,1,108.955,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:04,2021-03-25 16:10,売り注文(極少),108.523,1,108.956,108.93900000000001,108.96900000000001
2021/03/28/ 12:29:04,2021-03-25 16:15,売り注文(極少),108.52,1,108.945,108.928,108.958
2021/03/28/ 12:29:04,2021-03-25 16:20,買い注文(極少),108.523,0,108.96,108.97699999999999,108.94699999999999
2021/03/28/ 12:29:04,2021-03-25 16:25,注文無し,108.53,1,108.985,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:04,2021-03-25 16:30,売り注文(極少),108.521,1,108.961,motikosi,108.974
2021/03/28/ 12:29:05,2021-03-25 16:35,買い注文(極少),108.524,0,108.96499999999999,108.948,108.978
2021/03/28/ 12:29:05,2021-03-25 16:40,買い注文(極少),108.526,0,108.98200000000001,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:05,2021-03-25 16:45,買い注文(極少),108.527,0,108.986,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:05,2021-03-25 16:50,注文無し,108.529,1,108.983,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:05,2021-03-25 16:55,買い注文(極少),108.531,0,108.96799999999999,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:05,2021-03-25 17:00,注文無し,108.531,1,108.977,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:05,2021-03-25 17:05,買い注文,108.67,0,108.961,108.944,108.974
2021/03/28/ 12:29:05,2021-03-25 17:10,注文無し,108.602,0,109.07400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:06,2021-03-25 17:15,注文無し,108.586,0,109.058,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:06,2021-03-25 17:20,注文無し,108.547,0,109.049,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:06,2021-03-25 17:25,買い注文(極少),108.562,0,109.061,109.078,109.048
2021/03/28/ 12:29:06,2021-03-25 17:30,買い注文(極少),108.568,0,109.07600000000001,109.093,109.063
2021/03/28/ 12:29:06,2021-03-25 17:35,注文無し,108.568,0,109.0875,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:06,2021-03-25 17:40,買い注文(少),108.59,0,109.094,109.11099999999999,109.08099999999999
2021/03/28/ 12:29:06,2021-03-25 17:45,注文無し,108.544,0,109.113,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:06,2021-03-25 17:50,買い注文(極少),108.562,0,109.14200000000001,109.159,109.129
2021/03/28/ 12:29:07,2021-03-25 17:55,買い注文(極少),108.58,0,109.12799999999999,109.14499999999998,109.11499999999998
2021/03/28/ 12:29:07,2021-03-25 18:00,注文無し,108.546,0,109.14099999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:07,2021-03-25 18:05,売り注文(極少),108.541,1,109.15499999999999,109.13799999999999,109.16799999999999
2021/03/28/ 12:29:07,2021-03-25 18:10,注文無し,108.575,1,109.12400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:07,2021-03-25 18:15,売り注文(少),108.539,1,109.10300000000001,109.08600000000001,109.11600000000001
2021/03/28/ 12:29:07,2021-03-25 18:20,売り注文(極少),108.533,1,109.115,109.098,109.128
2021/03/28/ 12:29:07,2021-03-25 18:25,注文無し,108.537,1,109.10400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:07,2021-03-25 18:30,売り注文(極少),108.528,1,109.107,motikosi,109.12
2021/03/28/ 12:29:08,2021-03-25 18:35,売り注文(極少),108.526,1,109.113,motikosi,109.126
2021/03/28/ 12:29:08,2021-03-25 18:40,注文無し,108.54,1,109.112,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:08,2021-03-25 18:45,注文無し,108.575,1,109.093,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:08,2021-03-25 18:50,売り注文(少),108.535,1,109.067,109.05,109.08
2021/03/28/ 12:29:08,2021-03-25 18:55,売り注文(極少),108.531,1,109.077,motikosi,109.09
2021/03/28/ 12:29:08,2021-03-25 19:00,注文無し,108.533,1,109.0845,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:08,2021-03-25 19:05,注文無し,108.572,1,109.051,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:08,2021-03-25 19:10,売り注文(極少),108.567,1,109.052,109.03500000000001,109.06500000000001
2021/03/28/ 12:29:08,2021-03-25 19:15,売り注文(少),108.546,1,109.033,109.016,109.046
2021/03/28/ 12:29:09,2021-03-25 19:20,注文無し,108.531,0,109.042,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:09,2021-03-25 19:25,売り注文(極少),108.528,1,109.07300000000001,motikosi,109.08600000000001
2021/03/28/ 12:29:09,2021-03-25 19:30,注文無し,108.531,1,109.0595,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:09,2021-03-25 19:35,売り注文(極少),108.52,1,109.049,109.03200000000001,109.06200000000001
2021/03/28/ 12:29:09,2021-03-25 19:40,買い注文(極少),108.527,0,109.061,109.078,109.048
2021/03/28/ 12:29:09,2021-03-25 19:45,買い注文(極少),108.53,0,109.07900000000001,109.06200000000001,109.09200000000001
2021/03/28/ 12:29:09,2021-03-25 19:50,注文無し,108.53,0,109.097,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:09,2021-03-25 19:55,買い注文(極少),108.535,0,109.083,109.1,109.07
2021/03/28/ 12:29:10,2021-03-25 20:00,買い注文(極少),108.536,0,109.102,109.119,109.089
2021/03/28/ 12:29:10,2021-03-25 20:05,買い注文(極少),108.538,0,109.105,ポジション持ち越し,ポジション持ち越し
2021/03/28/ 12:29:10,2021-03-25 20:10,売り注文(極少),108.535,1,109.10499999999999,109.088,109.118
2021/03/28/ 12:29:10,2021-03-25 20:15,注文無し,108.525,0,109.085,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:10,2021-03-25 20:20,買い注文(極少),108.532,0,109.098,109.115,109.085
2021/03/28/ 12:29:10,2021-03-25 20:25,注文無し,108.549,1,109.099,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:10,2021-03-25 20:30,売り注文(少),108.527,1,109.087,109.07000000000001,109.10000000000001
2021/03/28/ 12:29:10,2021-03-25 20:35,注文無し,108.532,1,109.086,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:11,2021-03-25 20:40,注文無し,108.556,1,109.087,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:11,2021-03-25 20:45,売り注文(極少),108.551,1,109.071,109.054,109.084
2021/03/28/ 12:29:11,2021-03-25 20:50,売り注文(極少),108.543,1,109.036,109.019,109.049
2021/03/28/ 12:29:11,2021-03-25 20:55,注文無し,108.534,0,109.053,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/03/28/ 12:29:11,2021-03-25 21:00,買い注文(極少),108.548,0,109.08200000000001,ポジション持ち越し,ポジション持ち越し
